207,2273,17
470,2246,15
489,2247,15
394,2296,17
311,2278,18
193,2230,18
198,2239,18
73,2250,19
106,2272,19
151,2243,20
170,2244,20
149,2291,20
159,2219,20
82,2234,22
192,2284,21
184,2260,22
198,2266,22
190,2270,24
44,2239,22
42,2227,24
6,2261,24
3,2235,27
14,2250,30
14,2278,30
14,2291,30
47,2245,30
56,2277,30
38,2291,30
67,2227,27
65,2297,27
49,2261,23
73,2264,23
55,2288,23
83,2219,24
81,2256,23
76,2278,30
110,2275,31
119,2279,34
122,2295,32
136,2294,32
70,2241,31
63,2221,31
94,2222,31
97,2242,31
123,2251,31
118,2303,30
101,2302,30
147,2253,29
156,2224,29
117,2220,28
132,2208,28
127,2226,27
161,2213,27
150,2201,27
168,2251,29
179,2251,29
188,2245,29
194,2260,29
198,2252,29
178,2286,29
187,2282,29
138,2282,29
162,2322,29
138,2300,26
118,2303,26
105,2233,23
113,2233,23
170,2234,24
169,2259,24
143,2264,24
116,2264,24
123,2273,23
163,2270,22
143,2238,21
106,2273,36
53,2253,36
112,2245,36
77,2278,37
87,2227,27
107,2297,23
160,2286,24
170,2314,23
201,2322,25
196,2229,28
208,2287,29
198,2292,29
217,2308,27
224,2315,27
234,2284,29
229,2248,30
238,2247,30
231,2222,30
230,2208,30
192,2191,31
191,2208,32
81,2287,32
86,2298,32
152,2290,35
163,2271,33
188,2299,26
209,2312,22
221,2303,22
232,2293,22
246,2289,22
258,2311,22
262,2288,22
232,2241,20
230,2250,20
238,2259,20
233,2269,20
234,2283,20
247,2292,20
262,2287,20
253,2278,20
260,2265,20
273,2259,20
278,2283,20
228,2228,22
233,2239,22
260,2250,22
235,2268,22
276,2204,19
283,2248,26
294,2239,26
304,2226,26
268,2248,28
286,2258,31
268,2259,31
256,2258,31
275,2246,30
258,2247,30
234,2232,30
255,2176,27
268,2174,27
247,2254,32
237,2281,34
241,2290,34
232,2296,34
225,2286,34
252,2320,33
171,2303,36
207,2249,36
204,2285,38
280,2309,25
274,2298,26
262,2290,26
261,2224,26
308,2300,19
341,2314,19
364,2305,19
395,2300,18
319,2265,19
330,2259,19
345,2296,23
317,2301,26
332,2306,26
325,2316,26
331,2337,26
250,2243,27
286,2230,30
256,2277,31
270,2273,31
258,2290,31
268,2288,31
342,2255,37
315,2309,29
337,2313,29
317,2289,32
308,2303,32
329,2302,32
338,2304,32
327,2273,33
335,2284,33
319,2261,31
328,2266,31
358.5,2197.5,37
357,2228,34
371.5,2223.5,34
363,2208.5,34
339.5,2210,34
350,2219.5,34
342,2223,34
327.5,2225.5,34
342.5,2240.5,34
329,2241,34
322.5,2242,34
312,2250,34
348.5,2265,31
332,2172.5,33
342.5,2177.5,33
396,2184,28
378,2184,28
386.5,2197.5,28
368.5,2195,28
374.5,2206,28
358.5,2204,28
363,2215,28
349,2217.5,28
355.5,2189,29
388,2216.5,31
381.5,2224.5,31
394.5,2227.5,31
350,2249,30
360,2253,30
362,2237.5,30
371.5,2249,30
389.5,2261.5,30
407,2252,29
418.5,2254.5,29
326,2234,29
433.5,2177.5,29
447.5,2174,29
437,2195.5,29
453.5,2183,31
391,2156.5,26
401.5,2156,26
449.5,2227.5,31
462.5,2219.5,31
384,2271,32
369.5,2287.5,33
407,2281,33
405,2260.5,23
407.5,2272,23
338,2239.5,23
360.5,2234.5,23
371,2239.5,23
379,2251,23
380,2261,23
364.5,2254,23
358,2259.5,23
351.5,2249.5,23
346.5,2235,23
368,2267.5,23
324.5,2249,21
323,2261,21
329.5,2265.5,21
338.5,2269.5,21
348.5,2276.5,21
357.5,2283,21
316.5,2288,22
320,2301,22
353.5,2206,25
348.5,2216,25
361.5,2210.5,25
381,2182.5,25
369,2197,23
380.5,2202.5,22
394,2193.5,21
404,2240,21
284.5,2261,19
279,2267,19
256.5,2302,20
411.5,2234.5,23
424.5,2204.5,25
435.5,2205.5,22
430.5,2166,20
451.5,2186,20
428,2188,18
436.5,2178.5,18
451.5,2240,17
450.5,2268,18
468.5,2273,18
457.5,2303,17
403,2285.5,24
418.5,2287.5,24
370,2304,25
392,2297,25
433.5,2305.5,28
403,2253.5,26
466,2313.5,26
463.5,2297,23
475,2256.5,24
468.5,2239,26
416.5,2293,31
452.5,2294,32
475.5,2300.5,32
451,2325.5,32
438.5,2341,32
512,2303,14
462,2235,21
492,2248.333,25
500,2245,25
502,2284.333,25
500,2242.333,31
479.333,2257.667,32
484,2162.333,22
508,2275.667,28
501.333,2235,38
573.333,2285.667,16
592,2313,16
548,2233.667,16
631.333,2288.333,17
564.667,2189.667,20
586.667,2188.333,20
587.333,2207.667,20
568,2211.667,20
500.667,2160.333,20
522,2157,20
575.333,2151.667,20
583.333,2158.333,20
590,2149,20
601.333,2153.667,20
610.667,2147.667,20
486,2161.667,21
540,2153.667,22
552,2159,22
562,2151.667,22
566.667,2162.333,22
577.333,2151.667,22
631.333,2145,21
500,2155,22
506.667,2161.667,22
518.667,2156.333,22
527.333,2165,22
545.333,2353,19
632.667,2151.667,19
566.667,2343,24
686.667,2329,27
660,2133,25
662,2137.667,34
676,2161,34
674.667,2229,34
696.667,2293,35
742.667,2309.667,35
771.333,2304.333,35
800.667,2287.667,36
796.667,2263.667,36
764.667,2183,39
710.667,2214.333,39
653.333,2181,39
680,2145,39
796,2198.333,39
568,2155.667,30
602,2285,35
578.667,2211.667,40
1162.667,2284.667,13
1277.333,2271.333,13
1285.333,2324.667,13
1358.667,2291.333,13
1429.333,2274,13
1544,2275.333,13
1522.667,2304.667,13
1205.333,2352.667,13
1554.667,2355.333,12
1700,2343.333,12
1694.667,2284.667,12
1768,2378,11
1306.667,2379.333,19
1498.667,2398,19
1672,2407.333,19
1566.667,2235.333,19
1398.667,2291.333,19
1170.667,2231.333,19
1149.333,2160.667,14
1153.333,2126,15
1133.333,2123.333,17
1102.667,2124.667,17
1261.333,2119.333,15
1296,2172.667,15
1310.667,2159.333,18
1306.667,2194,18
1310.667,2228.667,18
1350.667,2152.667,20
1348,2211.333,20
1417.333,2227.333,18
1504,2135.333,17
1548,2180.667,17
1505.333,2170,18
1332,2126,14
1350.667,2119.333,14
1400,2126,14
1438.667,2130,14
1454.667,2130,14
1501.333,2124.667,14
1561.333,2116.667,14
1725.333,2114,14
1758.667,2115.333,14
1577.333,2160.667,14
1593.333,2194,14
1397.333,2192.667,14
1378.667,2216.667,14
1337.333,2195.333,14
1340,2167.333,14
1376,2195.333,15
1362.667,2151.333,15
1381.333,2144.667,15
1485.333,2158,15
1680,2171.333,16
1791.667,2135,11
1822.333,2131,11
1934.333,2128.333,11
2049,2123,12
2071.667,2120.333,12
1867.667,2137.667,13
1919.667,2196.333,13
1926.333,2249.667,13
1935.667,2261.667,13
1922.333,2347,13
1985,2301.667,13
1914.333,2283,13
2173,2400.333,19
2184,2339,21
2440.333,2111.333,14
2545.667,2103.333,14
2620.333,2094,14
2691,2091.333,14
2748.333,2088.667,14
2708.333,2096.667,13
2728.333,2092.667,13
2791,2102,13
2815,2104.667,13
2829.667,2108.667,13
2892.333,2110,11
2920.333,2111.333,11
2783,2324.667,29
2869.667,2200.667,30
2515,2371.333,32
2417.667,2274,34
3004.333,2116,13
3084.333,2117.333,15
3129.667,2112,17
3165.667,2116,18
3185.667,2120,18
3069.667,2225.333,26
3087,2160,23
3060.333,2152,23
3080.333,2140,23
3061.667,2117.333,25
2975,2108,27
3055,2294.667,31
3077.667,2157.333,33
2997.667,2134.667,33
3237.667,2164,34
3452.333,2236,34
3532.333,2236,34
3268.333,2265.333,36
3171,2240,36
3147,2189.333,36
3073.667,2232,36
3441.667,2304.667,9
3455,2322,9
3537.667,2315.333,9
3576.333,2272.667,9
3577.667,2300.667,9
3432.333,2240.667,10
3476.333,2154,12
3564.333,2340.667,11
3664.333,2278,10
3663,2311.333,10
3360.333,2198,16
3431,2214,16
3503,2199.333,16
3601.667,2210,16
3665.667,2247.333,18
3404.333,2135.333,18
3435,2139.333,18
3451,2142,18
3473.667,2144.667,18
3505.667,2150,18
3521.667,2152.667,18
3571,2158,16
3660.333,2170,16
3720.333,2228.667,13
3752.333,2183.333,13
3825.667,2192.667,13
3851,2194,13
3879,2199.333,13
3895,2207.333,13
3805.667,2208.667,17
3768.333,2280.667,11
3781.667,2254,11
3808.333,2256.667,11
3845.667,2267.333,12
3925.667,2216.667,12
3940.333,2228.667,12
3937.667,2252.667,12
3963,2216.667,13
3743,2194,11
3880.333,2296.667,22
3732.333,2318,25
3677.667,2334,25
3643,2264.667,28
3647,2306,28
3600.333,2315.333,28
3577.667,2179.333,28
3327,2272.667,29
3388.333,2172.667,29
3468.333,2163.333,25
3471,2143.333,25
3384.333,2136.667,24
3807,2203.333,20
3920.333,2204.667,18
3943,2204.667,18
3969.667,2207.333,18
3965.667,2275.333,19
3973.667,2256.667,19
3641.667,2236.667,34
3735,2228.667,34
3773.667,2270,34
3692.333,2303.333,34
3591,2291.333,34
3599,2259.333,34
3341.667,2247.333,35
4006.667,2260.667,9
4040.333,2260,9
4010,2240,14
4023.333,2240,14
4040,2240.667,14
4037,2234,15
4031.333,2243,15
4052.667,2242.333,15
4070.333,2239,15
4103.667,2240.333,15
3973,2208,15
4095.667,2239.667,17
4119.667,2241.667,18
4137.333,2230.667,18
4139,2248.667,18
4009.333,2237.667,16
4012.333,2246.333,16
4037.667,2247.667,19
4044.667,2255,19
4067.667,2268.667,21
4074.667,2254,21
3998.333,2248.333,22
3975.667,2251.667,24
4003.667,2269,24
4016.667,2275.333,24
4010,2283.333,24
3991.667,2223.333,24
4009,2221,24
4028.667,2219.667,24
4029,2233.333,24
4036.333,2226.333,24
4047,2233.333,24
4056.667,2226.333,24
4062.667,2217.333,24
4087.333,2220.333,24
4076.667,2257.333,25
4091.333,2251,25
4105.667,2243.667,25
4039.667,2267,26
4022.333,2238.667,27
4070.667,2235,20
4117.667,2253,22
4130,2247.333,22
4140.667,2244.333,22
