,X,Y,Z
15961,527.196,411.8375,13
15962,534.2883,411.2481,13
15963,541.3891,410.6722,13
15964,548.4998,410.1094,13
15965,555.6219,409.5592,13
15966,562.7571,409.0211,13
15967,569.9069,408.4947,13
15968,577.0728,407.9795,13
15969,584.2564,407.475,13
15970,591.4592,406.9807,13
15971,598.6827,406.4963,13
15972,605.9286,406.0212,13
15973,613.1984,405.5549,13
15974,620.4935,405.097,13
15975,627.8156,404.647,13
15976,635.1661,404.2044,13
15977,642.5468,403.7689,13
15978,649.959,403.3398,13
15979,657.4044,402.9167,13
15980,664.8843,402.4993,13
15981,672.4006,402.0869,13
15982,679.9546,401.6791,13
15983,687.5468,401.2756,13
15984,695.1777,400.8759,13
15985,702.8474,400.4796,13
15986,710.5563,400.0863,13
15987,718.3046,399.6957,13
15988,726.0925,399.3073,13
15989,733.9204,398.9208,13
15990,741.7886,398.5357,13
15991,749.6972,398.1517,13
15992,757.6467,397.7683,13
15993,765.6371,397.3852,13
15994,773.669,397.002,13
15995,781.7424,396.6183,13
15996,789.8577,396.2336,13
15997,798.0151,395.8477,13
15998,806.215,395.4601,13
15999,814.4575,395.0703,13
16000,822.743,394.6781,13
16001,831.0718,394.2829,13
16002,839.444,393.8845,13
16003,847.8601,393.4825,13
16004,856.3202,393.0763,13
16005,864.8246,392.6657,13
16006,873.3737,392.2502,13
16007,881.9676,391.8295,13
16008,890.6067,391.4031,13
16009,899.2911,390.9707,13
16010,908.0214,390.5318,13
16011,916.7975,390.0862,13
16012,925.6199,389.6332,13
16013,934.4888,389.1727,13
16014,943.4045,388.7042,13
16015,952.3673,388.2272,13
16016,961.3774,387.7415,13
16017,970.4352,387.2465,13
16018,979.5408,386.742,13
16019,988.6945,386.2274,13
16020,997.8967,385.7025,13
16021,1007.1476,385.1668,13
16022,1016.4473,384.62,13
16023,1025.7931,384.0625,13
16024,1035.1808,383.4951,13
16025,1044.6064,382.9187,13
16026,1054.0657,382.334,13
16027,1063.5546,381.7418,13
16028,1073.0686,381.1431,13
16029,1082.6039,380.5386,13
16030,1092.1562,379.9292,13
16031,1101.7213,379.3157,13
16032,1111.295,378.6989,13
16033,1120.8733,378.0796,13
16034,1130.4519,377.4587,13
16035,1140.0267,376.8369,13
16036,1149.5934,376.2152,13
16037,1159.1479,375.5944,13
16038,1168.6862,374.9752,13
16039,1178.2039,374.3585,13
16040,1187.6969,373.7451,13
16041,1197.161,373.1358,13
16042,1206.5922,372.5316,13
16043,1215.9862,371.9331,13
16044,1225.3387,371.3412,13
16045,1234.6459,370.7568,13
16046,1243.9032,370.1807,13
16047,1253.1068,369.6136,13
16048,1262.2523,369.0565,13
16049,1271.3356,368.5102,13
16050,1280.3525,367.9754,13
16051,1289.299,367.453,13
16052,1298.1707,366.9439,13
16053,1306.9635,366.4488,13
16054,1315.6733,365.9686,13
16055,1324.2959,365.5041,13
16056,1332.8271,365.0561,13
16057,1341.2629,364.6255,13
16058,1349.5989,364.213,13
16059,1357.8311,363.8196,13
16060,1365.9551,363.446,13
16061,1373.967,363.0931,13
16062,1381.8625,362.7616,13
16063,1389.6375,362.4525,13
16064,1397.2877,362.1665,13
16065,1404.8091,361.9044,13
16066,1412.2007,361.6666,13
16067,1419.4658,361.4522,13
16068,1426.6082,361.2607,13
16069,1433.6312,361.0913,13
16070,1440.5387,360.9434,13
16071,1447.3344,360.8163,13
16072,1454.0216,360.7092,13
16073,1460.6041,360.6215,13
16074,1467.0857,360.5525,13
16075,1473.4698,360.5015,13
16076,1479.7604,360.4678,13
16077,1485.9606,360.4507,13
16078,1492.0745,360.4496,13
16079,1498.1053,360.4637,13
16080,1504.0571,360.4924,13
16081,1509.9332,360.5349,13
16082,1515.7375,360.5905,13
16083,1521.4734,360.6587,13
16084,1527.1447,360.7386,13
16085,1532.7549,360.8297,13
16086,1538.3077,360.9311,13
16087,1543.8068,361.0422,13
16088,1549.2557,361.1624,13
16089,1554.6582,361.2909,13
16090,1560.0177,361.427,13
16091,1565.3381,361.5701,13
16092,1570.6229,361.7194,13
16093,1575.8757,361.8743,13
16094,1581.1003,362.0341,13
16095,1586.3003,362.198,13
16096,1591.4792,362.3651,13
16097,1596.6411,362.5345,13
16098,1601.7896,362.7054,13
16099,1606.9283,362.8767,13
16100,1612.0612,363.0476,13
16101,1617.1918,363.2172,13
16102,1622.3241,363.3845,13
16103,1627.4617,363.5487,13
16104,1632.6083,363.7088,13
16105,1637.7677,363.8639,13
16106,1642.9437,364.0131,13
16107,1648.14,364.1555,13
16108,1653.3604,364.2903,13
16109,1658.6085,364.4163,13
16110,1663.8882,364.5329,13
16111,1669.2031,364.639,13
16112,1674.5571,364.7337,13
16113,1679.954,364.8161,13
16114,1685.3972,364.8854,13
16115,1690.8909,364.9406,13
16116,1696.4385,364.9807,13
16117,1702.0438,365.0049,13
16118,1707.7107,365.0123,13
16119,1713.4427,365.002,13
16120,1719.2434,364.9732,13
16121,1725.1132,364.9264,13
16122,1731.0516,364.8624,13
16123,1737.0588,364.782,13
16124,1743.1343,364.686,13
16125,1749.2777,364.5753,13
16126,1755.4889,364.4506,13
16127,1761.7675,364.3128,13
16128,1768.1133,364.1627,13
16129,1774.526,364.001,13
16130,1781.0054,363.8287,13
16131,1787.5511,363.6465,13
16132,1794.163,363.4553,13
16133,1800.8406,363.2557,13
16134,1807.5837,363.0488,13
16135,1814.3921,362.8352,13
16136,1821.2655,362.6158,13
16137,1828.2037,362.3914,13
16138,1835.2062,362.1628,13
16139,1842.2729,361.9309,13
16140,1849.4036,361.6964,13
16141,1856.5978,361.4601,13
16142,1863.8553,361.2229,13
16143,1871.1759,360.9856,13
16144,1878.5593,360.749,13
16145,1886.0052,360.5139,13
16146,1893.5134,360.2811,13
16147,1901.0835,360.0514,13
16148,1908.7152,359.8257,13
16149,1916.4084,359.6047,13
16150,1924.1628,359.3894,13
16151,1931.978,359.1804,13
16152,1939.8538,358.9786,13
16153,1947.7892,358.7845,13
16154,1955.7816,358.5982,13
16155,1963.828,358.4193,13
16156,1971.9252,358.2477,13
16157,1980.0702,358.083,13
16158,1988.26,357.9251,13
16159,1996.4916,357.7737,13
16160,2004.7617,357.6287,13
16161,2013.0676,357.4897,13
16162,2021.406,357.3566,13
16163,2029.774,357.2292,13
16164,2038.1685,357.1072,13
16165,2046.5863,356.9904,13
16166,2055.0247,356.8785,13
16167,2063.4805,356.7713,13
16168,2071.9504,356.6687,13
16169,2080.4316,356.5704,13
16170,2088.9211,356.4761,13
16171,2097.4158,356.3857,13
16172,2105.9124,356.2988,13
16173,2114.4082,356.2153,13
16174,2122.9001,356.135,13
16175,2131.3848,356.0577,13
16176,2139.8596,355.983,13
16177,2148.3213,355.9108,13
16178,2156.7666,355.8409,13
16179,2165.1929,355.7729,13
16180,2173.5969,355.7068,13
16181,2181.9756,355.6423,13
16182,2190.3259,355.5791,13
16183,2198.6448,355.517,13
16184,2206.9294,355.4558,13
16185,2215.1763,355.3953,13
16186,2223.3828,355.3352,13
16187,2231.5457,355.2754,13
16188,2239.6619,355.2155,13
16189,2247.7285,355.1554,13
16190,2255.7424,355.0949,13
16191,2263.7004,355.0336,13
16192,2271.5999,354.9715,13
16193,2279.4407,354.9085,13
16194,2287.2268,354.845,13
16195,2294.9624,354.7813,13
16196,2302.6511,354.7179,13
16197,2310.2974,354.655,13
16198,2317.9048,354.5931,13
16199,2325.4775,354.5325,13
16200,2333.0193,354.4735,13
16201,2340.5344,354.4166,13
16202,2348.0269,354.362,13
16203,2355.5005,354.3102,13
16204,2362.9592,354.2615,13
16205,2370.4072,354.2162,13
16206,2377.8484,354.1748,13
16207,2385.2869,354.1376,13
16208,2392.7263,354.1049,13
16209,2400.1709,354.0772,13
16210,2407.6245,354.0547,13
16211,2415.0913,354.0379,13
16212,2422.5752,354.027,13
16213,2430.0801,354.0226,13
16214,2437.6101,354.0248,13
16215,2445.1692,354.0341,13
16216,2452.7615,354.0509,13
16217,2460.3906,354.0754,13
16218,2468.0605,354.1082,13
16219,2475.7759,354.1494,13
16220,2483.54,354.1996,13
16221,2491.3569,354.259,13
16222,2499.2312,354.328,13
16223,2507.166,354.407,13
16224,2515.166,354.4963,13
16225,2523.2349,354.5964,13
16226,2531.3767,354.7075,13
16227,2539.5952,354.83,13
16228,2547.8948,354.9642,13
16229,2556.2786,355.1106,13
16230,2564.7449,355.2688,13
16231,2573.2896,355.4383,13
16232,2581.908,355.6184,13
16233,2590.5957,355.8087,13
16234,2599.3484,356.0086,13
16235,2608.1619,356.2175,13
16236,2617.0317,356.4349,13
16237,2625.9534,356.6602,13
16238,2634.9226,356.8929,13
16239,2643.9348,357.1324,13
16240,2652.9858,357.3781,13
16241,2662.071,357.6295,13
16242,2671.1863,357.8861,13
16243,2680.3271,358.1472,13
16244,2689.489,358.4124,13
16245,2698.6677,358.681,13
16246,2707.8589,358.9525,13
16247,2717.0581,359.2264,13
16248,2726.261,359.5021,13
16249,2735.4631,359.779,13
16250,2744.6599,360.0566,13
16251,2753.8474,360.3343,13
16252,2763.0208,360.6116,13
16253,2772.176,360.8878,13
16254,2781.3086,361.1626,13
16255,2790.4138,361.4352,13
16256,2799.4878,361.7052,13
16257,2808.5259,361.9719,13
16258,2817.5237,362.2349,13
16259,2826.4771,362.4935,13
16260,2835.3811,362.7473,13
16261,2844.2319,362.9955,13
16262,2853.0251,363.2378,13
16263,2861.7559,363.4735,13
16264,2870.4202,363.7021,13
16265,2879.0137,363.9231,13
16266,2887.5317,364.1358,13
16267,2895.97,364.3397,13
16268,2904.3242,364.5342,13
16269,2912.5901,364.7189,13
16270,2920.7629,364.8931,13
16271,2928.8386,365.0563,13
16272,2936.8159,365.2086,13
16273,2944.6982,365.3513,13
16274,2952.4895,365.4854,13
16275,2960.1936,365.6124,13
16276,2967.8145,365.7333,13
16277,2975.3557,365.8495,13
16278,2982.821,365.9622,13
16279,2990.2148,366.0727,13
16280,2997.5405,366.182,13
16281,3004.802,366.2916,13
16282,3012.0034,366.4027,13
16283,3019.1482,366.5164,13
16284,3026.2402,366.634,13
16285,3033.2837,366.7568,13
16286,3040.282,366.886,13
16287,3047.2393,367.0228,13
16288,3054.1594,367.1685,13
16289,3061.0459,367.3244,13
16290,3067.9031,367.4915,13
16291,3074.7344,367.6713,13
16292,3081.5439,367.8649,13
16293,3088.3354,368.0735,13
16294,3095.1125,368.2985,13
16295,3101.8796,368.541,13
16296,3108.6399,368.8022,13
16297,3115.3977,369.0835,13
16298,3122.1565,369.386,13
16299,3128.9204,369.7111,13
16300,3135.6931,370.0599,13
16301,3142.4788,370.4336,13
16302,3149.2808,370.8336,13
16303,3156.1033,371.261,13
16304,3162.95,371.7171,13
16305,3169.8245,372.2031,13
16306,3176.7292,372.7192,13
16307,3183.6633,373.2641,13
16308,3190.6265,373.8368,13
16309,3197.6177,374.4358,13
16310,3204.6367,375.06,13
16311,3211.6826,375.7081,13
16312,3218.7551,376.379,13
16313,3225.8535,377.0712,13
16314,3232.9773,377.7837,13
16315,3240.1255,378.5151,13
16316,3247.2979,379.2643,13
16317,3254.4937,380.0298,13
16318,3261.7122,380.8107,13
16319,3268.9529,381.6055,13
16320,3276.2153,382.413,13
16321,3283.4988,383.2321,13
16322,3290.8027,384.0613,13
16323,3298.1265,384.8996,13
16324,3305.4692,385.7457,13
16325,3312.8306,386.5982,13
16326,3320.2102,387.4561,13
16327,3327.6069,388.318,13
16328,3335.0205,389.1826,13
16329,3342.4502,390.0489,13
16330,3349.8955,390.9154,13
16331,3357.356,391.7809,13
16332,3364.8306,392.6443,13
16333,3372.3188,393.5043,13
16334,3379.8206,394.3596,13
16335,3387.3345,395.2089,13
16336,3394.8606,396.0511,13
16337,3402.3979,396.8849,13
16338,3409.9458,397.7091,13
16339,3417.5042,398.5224,13
16340,3425.0718,399.3235,13
16341,3432.6479,400.1117,13
16342,3440.231,400.8863,13
16343,3447.8193,401.647,13
16344,3455.4114,402.3933,13
16345,3463.0054,403.1248,13
16346,3470.6001,403.8411,13
16347,3478.1938,404.5417,13
16348,3485.7847,405.2261,13
16349,3493.3713,405.894,13
16350,3500.9521,406.5448,13
16351,3508.5256,407.1782,13
16352,3516.0898,407.7937,13
16353,3523.6436,408.3909,13
16354,3531.1851,408.9693,13
16355,3538.7126,409.5284,13
16356,3546.2249,410.068,13
16357,3553.72,410.5874,13
16358,3561.1963,411.0863,13
16359,3568.6526,411.5642,13
16360,3576.0872,412.0207,13
16361,3583.498,412.4554,13
16362,3590.8843,412.8677,13
16363,3598.2437,413.2573,13
16364,3605.5747,413.6238,13
16365,3612.8762,413.9666,13
16366,3620.1462,414.2853,13
16367,3627.3833,414.5796,13
16368,3634.5857,414.8489,13
16369,3641.752,415.0929,13
16370,3648.8804,415.311,13
16371,3655.9695,415.5029,13
16372,3663.0176,415.6681,13
16373,3670.0232,415.8061,13
16374,3676.9846,415.9166,13
16375,3683.9004,415.999,13
16376,3690.769,416.0536,13
16377,3697.5908,416.0835,13
16378,3704.3665,416.0923,13
16379,3711.0964,416.0838,13
16380,3717.7815,416.0617,13
16381,3724.4224,416.0297,13
16382,3731.019,415.9916,13
16383,3737.5728,415.951,13
16384,3744.0837,415.9119,13
16385,3750.553,415.8777,13
16386,3756.9805,415.8524,13
16387,3763.3674,415.8396,13
16388,3769.7139,415.8431,13
16389,3776.021,415.8665,13
16390,3782.2888,415.9137,13
16391,3788.5183,415.9883,13
16392,3794.71,416.0941,13
16393,3800.8645,416.2348,13
16394,3806.9822,416.4142,13
16395,3813.064,416.6359,13
16396,3819.1104,416.9037,13
16397,3825.1218,417.2214,13
16398,3831.0991,417.5927,13
16399,3837.0427,418.0212,13
16400,3842.9531,418.5108,13
16401,3848.8313,419.0651,13
16402,3854.6775,419.688,13
16403,3860.4924,420.3831,13
16404,3866.2766,421.1541,13
16405,3872.031,422.0048,13
16406,3877.7561,422.9372,13
16407,3883.4543,423.9466,13
16408,3889.1289,425.0265,13
16409,3894.7822,426.1705,13
16410,3900.417,427.3721,13
16411,3906.0364,428.625,13
16412,3911.6426,429.9228,13
16413,3917.2388,431.2589,13
16414,3922.8276,432.627,13
16415,3928.4119,434.0207,13
16416,3933.9944,435.4335,13
16417,3939.5776,436.859,13
16418,3945.1648,438.2908,13
16419,3950.7583,439.7225,13
16420,3956.3608,441.1476,13
16421,3961.9756,442.5598,13
16422,3967.605,443.9525,13
16423,3973.252,445.3194,13
16424,3978.9189,446.6541,13
16425,3984.6091,447.95,13
16426,3990.3252,449.2009,13
16427,3996.0698,450.4003,13
16428,4001.8455,451.5417,13
16429,4007.6555,452.6187,13
16430,4013.5022,453.625,13
16431,4019.3884,454.554,13
16432,4025.3171,455.3994,13
16433,4031.291,456.1548,13
16434,4037.3081,456.818,13
16435,4043.3579,457.396,13
16436,4049.4282,457.8969,13
16437,4055.5068,458.3289,13
16438,4061.5813,458.7001,13
16439,4067.6401,459.0186,13
16440,4073.6707,459.2925,13
16441,4079.6611,459.5301,13
16442,4085.5991,459.7395,13
16443,4091.4729,459.9287,13
16444,4097.2695,460.1059,13
16445,4102.9775,460.2793,13
16446,4108.585,460.4569,13
16447,4114.0791,460.647,13
16448,4119.4482,460.8577,13
16449,4124.6802,461.097,13
16450,4129.7627,461.3733,13
16451,4134.6836,461.6944,13
16452,4139.4312,462.0687,13
16453,4143.9927,462.5042,13
16454,4148.3564,463.0091,13
16455,4152.5098,463.5915,13
16456,4156.4414,464.2596,13
16457,4160.1387,465.0214,13
16458,4163.5894,465.8852,13
16459,4166.7827,466.858,13
16460,4169.7139,467.9403,13
16461,4172.3804,469.1306,13
16462,4174.7803,470.427,13
16463,4176.9111,471.828,13
16464,4178.77,473.3319,13
16465,4180.3555,474.9369,13
16466,4181.6646,476.6414,13
16467,4182.6948,478.4437,13
16468,4183.4443,480.3422,13
16469,4183.9102,482.335,13
16470,4184.0923,484.42,13
16471,4184.0054,486.588,13
16472,4183.6758,488.8257,13
16473,4183.1294,491.1195,13
16474,4182.3916,493.4562,13
16475,4181.4897,495.8222,13
16476,4180.4487,498.2041,13
16477,4179.2949,500.5884,13
16478,4178.0542,502.9617,13
16479,4176.7529,505.3106,13
16480,4175.4165,507.6216,13
16481,4174.0713,509.8813,13
16482,4172.7368,512.0774,13
16483,4171.4004,514.2027,13
16484,4170.04,516.2517,13
16485,4168.6343,518.2189,13
16486,4167.1616,520.0986,13
16487,4165.6006,521.8854,13
16488,4163.9292,523.5737,13
16489,4162.1255,525.158,13
16490,4160.168,526.6326,13
16491,4158.0352,527.9919,13
16492,4155.7051,529.2307,13
16493,4153.1567,530.3431,13
16494,4150.3794,531.3287,13
16495,4147.3823,532.1943,13
16496,4144.1758,532.9477,13
16497,4140.769,533.5964,13
16498,4137.1738,534.1482,13
16499,4133.3989,534.6107,13
16500,4129.4556,534.9915,13
16501,4125.353,535.2983,13
16502,4121.1025,535.5388,13
16503,4116.7144,535.7207,13
16504,4112.1978,535.8515,13
16505,4107.5635,535.939,13
16506,4102.8218,535.9908,13
16507,4097.9834,536.0145,13
16508,4093.0579,536.0179,13
16509,4088.0552,536.0086,13
16510,4082.9861,535.9942,13
16511,4077.8611,535.9824,13
16512,4072.6899,535.9809,13
16513,4067.4829,535.9973,13
16514,4062.249,536.0383,13
16515,4056.9907,536.1056,13
16516,4051.7075,536.1991,13
16517,4046.3994,536.3187,13
16518,4041.0667,536.4645,13
16519,4035.709,536.6365,13
16520,4030.3262,536.8344,13
16521,4024.9182,537.0583,13
16522,4019.4854,537.3083,13
16523,4014.0273,537.5842,13
16524,4008.5439,537.886,13
16525,4003.0354,538.2136,13
16526,3997.5012,538.567,13
16527,3991.9419,538.9463,13
16528,3986.3569,539.3513,13
16529,3980.7463,539.7819,13
16530,3975.1101,540.2383,13
16531,3969.4482,540.7202,13
16532,3963.7605,541.2277,13
16533,3958.0471,541.7608,13
16534,3952.3079,542.3194,13
16535,3946.5425,542.9034,13
16536,3940.7512,543.5129,13
16537,3934.9336,544.1478,13
16538,3929.0901,544.808,13
16539,3923.2202,545.4935,13
16540,3917.3242,546.2042,13
16541,3911.4023,546.9399,13
16542,3905.4561,547.6992,13
16543,3899.4871,548.4812,13
16544,3893.4968,549.2846,13
16545,3887.4866,550.1083,13
16546,3881.4583,550.9511,13
16547,3875.4131,551.8119,13
16548,3869.3528,552.6895,13
16549,3863.2788,553.5828,13
16550,3857.1926,554.4905,13
16551,3851.0959,555.4116,13
16552,3844.99,556.3448,13
16553,3838.8767,557.2892,13
16554,3832.7573,558.2434,13
16555,3826.6335,559.2063,13
16556,3820.5066,560.1768,13
16557,3814.3784,561.1537,13
16558,3808.2502,562.1358,13
16559,3802.1235,563.122,13
16560,3796.0002,564.1112,13
16561,3789.8813,565.1021,13
16562,3783.7688,566.0937,13
16563,3777.6641,567.0847,13
16564,3771.5686,568.074,13
16565,3765.4836,569.0605,13
16566,3759.4114,570.043,13
16567,3753.3528,571.0203,13
16568,3747.3096,571.9913,13
16569,3741.2832,572.9548,13
16570,3735.2747,573.9099,13
16571,3729.2825,574.8562,13
16572,3723.3044,575.7936,13
16573,3717.3379,576.7221,13
16574,3711.3809,577.6416,13
16575,3705.4309,578.5519,13
16576,3699.4856,579.4531,13
16577,3693.5427,580.3449,13
16578,3687.6001,581.2274,13
16579,3681.6553,582.1003,13
16580,3675.7058,582.9637,13
16581,3669.7498,583.8175,13
16582,3663.7844,584.6616,13
16583,3657.8076,585.4957,13
16584,3651.8171,586.3201,13
16585,3645.8108,587.1344,13
16586,3639.7859,587.9386,13
16587,3633.7405,588.7327,13
16588,3627.6721,589.5164,13
16589,3621.5784,590.2899,13
16590,3615.457,591.0529,13
16591,3609.3059,591.8053,13
16592,3603.1223,592.5472,13
16593,3596.9045,593.2783,13
16594,3590.6497,593.9987,13
16595,3584.3557,594.7081,13
16596,3578.0205,595.4067,13
16597,3571.6414,596.0941,13
16598,3565.2161,596.7705,13
16599,3558.7427,597.4355,13
16600,3552.2209,598.0895,13
16601,3545.6516,598.7324,13
16602,3539.0361,599.3644,13
16603,3532.3752,599.9855,13
16604,3525.6704,600.5961,13
16605,3518.9226,601.196,13
16606,3512.1326,601.7856,13
16607,3505.3018,602.3649,13
16608,3498.4312,602.9341,13
16609,3491.522,603.4932,13
16610,3484.575,604.0425,13
16611,3477.5913,604.582,13
16612,3470.5723,605.1119,13
16613,3463.519,605.6322,13
16614,3456.4324,606.1432,13
16615,3449.3132,606.645,13
16616,3442.1633,607.1376,13
16617,3434.9832,607.6212,13
16618,3427.7739,608.096,13
16619,3420.5369,608.562,13
16620,3413.2729,609.0195,13
16621,3405.9834,609.4684,13
16622,3398.6692,609.9091,13
16623,3391.3313,610.3415,13
16624,3383.9709,610.7658,13
16625,3376.5894,611.1821,13
16626,3369.1873,611.5907,13
16627,3361.7659,611.9916,13
16628,3354.3264,612.3848,13
16629,3346.8699,612.7706,13
16630,3339.3975,613.149,13
16631,3331.9099,613.5204,13
16632,3324.4087,613.8846,13
16633,3316.8948,614.2419,13
16634,3309.3694,614.5925,13
16635,3301.835,614.9366,13
16636,3294.2927,615.2744,13
16637,3286.7449,615.6062,13
16638,3279.1929,615.9321,13
16639,3271.6387,616.2524,13
16640,3264.084,616.5674,13
16641,3256.5308,616.8772,13
16642,3248.981,617.182,13
16643,3241.4358,617.4822,13
16644,3233.8975,617.778,13
16645,3226.3679,618.0694,13
16646,3218.8486,618.3569,13
16647,3211.3413,618.6405,13
16648,3203.8481,618.9207,13
16649,3196.3708,619.1974,13
16650,3188.9109,619.4711,13
16651,3181.4705,619.7419,13
16652,3174.051,620.0101,13
16653,3166.6545,620.2758,13
16654,3159.2827,620.5393,13
16655,3151.9377,620.8009,13
16656,3144.6208,621.0607,13
16657,3137.334,621.319,13
16658,3130.0793,621.576,13
16659,3122.8582,621.8319,13
16660,3115.6726,622.087,13
16661,3108.5242,622.3416,13
16662,3101.415,622.5956,13
16663,3094.3469,622.8495,13
16664,3087.3213,623.1036,13
16665,3080.3401,623.3579,13
16666,3073.4055,623.6127,13
16667,3066.5188,623.8683,13
16668,3059.6819,624.1249,13
16669,3052.8938,624.3823,13
16670,3046.1511,624.64,13
16671,3039.4502,624.8976,13
16672,3032.7874,625.1544,13
16673,3026.1589,625.4102,13
16674,3019.5613,625.6642,13
16675,3012.9905,625.9161,13
16676,3006.4434,626.1652,13
16677,2999.916,626.4112,13
16678,2993.4048,626.6534,13
16679,2986.9062,626.8915,13
16680,2980.4163,627.1248,13
16681,2973.9316,627.3529,13
16682,2967.4485,627.5753,13
16683,2960.9631,627.7915,13
16684,2954.4722,628.0009,13
16685,2947.9717,628.2031,13
16686,2941.458,628.3975,13
16687,2934.9277,628.5836,13
16688,2928.377,628.761,13
16689,2921.8022,628.9292,13
16690,2915.1997,629.0875,13
16691,2908.5659,629.2356,13
16692,2901.897,629.3729,13
16693,2895.1895,629.4989,13
16694,2888.4397,629.6132,13
16695,2881.644,629.715,13
16696,2874.7986,629.8041,13
16697,2867.8999,629.8799,13
16698,2860.9443,629.9419,13
16699,2853.928,629.9895,13
16700,2846.8481,630.0224,13
16701,2839.7053,630.0405,13
16702,2832.5032,630.0442,13
16703,2825.2454,630.0337,13
16704,2817.9348,630.0094,13
16705,2810.5754,629.9716,13
16706,2803.1702,629.9205,13
16707,2795.7229,629.8564,13
16708,2788.2366,629.7798,13
16709,2780.7151,629.6908,13
16710,2773.1614,629.5897,13
16711,2765.5793,629.4771,13
16712,2757.9722,629.3528,13
16713,2750.3433,629.2175,13
16714,2742.696,629.0715,13
16715,2735.0339,628.9149,13
16716,2727.3604,628.748,13
16717,2719.679,628.5713,13
16718,2711.9927,628.3849,13
16719,2704.3054,628.1893,13
16720,2696.6204,627.9846,13
16721,2688.9409,627.7712,13
16722,2681.2708,627.5494,13
16723,2673.6128,627.3196,13
16724,2665.9709,627.0819,13
16725,2658.3484,626.8368,13
16726,2650.7485,626.5845,13
16727,2643.175,626.3253,13
16728,2635.6309,626.0594,13
16729,2628.1199,625.7874,13
16730,2620.6455,625.5093,13
16731,2613.2107,625.2256,13
16732,2605.8193,624.9364,13
16733,2598.4746,624.6422,13
16734,2591.1802,624.3433,13
16735,2583.9392,624.0399,13
16736,2576.7544,623.7323,13
16737,2569.6248,623.4214,13
16738,2562.5474,623.1082,13
16739,2555.5198,622.7932,13
16740,2548.5388,622.4777,13
16741,2541.6021,622.1624,13
16742,2534.7068,621.8483,13
16743,2527.8501,621.5361,13
16744,2521.0293,621.2271,13
16745,2514.2419,620.9216,13
16746,2507.4849,620.6211,13
16747,2500.7556,620.326,13
16748,2494.0515,620.0376,13
16749,2487.3696,619.7566,13
16750,2480.7073,619.4839,13
16751,2474.0618,619.2205,13
16752,2467.4304,618.967,13
16753,2460.8105,618.7247,13
16754,2454.1995,618.4943,13
16755,2447.594,618.2766,13
16756,2440.9919,618.0726,13
16757,2434.3904,617.8833,13
16758,2427.7866,617.7095,13
16759,2421.178,617.552,13
16760,2414.5615,617.4119,13
16761,2407.9346,617.2899,13
16762,2401.2944,617.187,13
16763,2394.6387,617.1041,13
16764,2387.9641,617.0421,13
16765,2381.2683,617.0019,13
16766,2374.5486,616.9844,13
16767,2367.8018,616.9904,13
16768,2361.0259,617.0209,13
16769,2354.22,617.0757,13
16770,2347.3853,617.1541,13
16771,2340.5234,617.2552,13
16772,2333.6353,617.3784,13
16773,2326.7222,617.5227,13
16774,2319.7854,617.6875,13
16775,2312.8262,617.8718,13
16776,2305.8457,618.075,13
16777,2298.8452,618.2961,13
16778,2291.8262,618.5345,13
16779,2284.7896,618.7893,13
16780,2277.7368,619.0597,13
16781,2270.6689,619.345,13
16782,2263.5874,619.6442,13
16783,2256.4934,619.9567,13
16784,2249.3882,620.2817,13
16785,2242.2729,620.6183,13
16786,2235.1487,620.9657,13
16787,2228.0173,621.3231,13
16788,2220.8794,621.6899,13
16789,2213.7366,622.0651,13
16790,2206.5898,622.4479,13
16791,2199.4407,622.8376,13
16792,2192.29,623.2334,13
16793,2185.1394,623.6344,13
16794,2177.9902,624.0399,13
16795,2170.8433,624.4491,13
16796,2163.7,624.8612,13
16797,2156.5615,625.2754,13
16798,2149.4294,625.6908,13
16799,2142.3044,626.1068,13
16800,2135.1885,626.5224,13
16801,2128.0823,626.937,13
16802,2120.9868,627.3497,13
16803,2113.9026,627.76,13
16804,2106.8284,628.1675,13
16805,2099.7642,628.5717,13
16806,2092.7092,628.9723,13
16807,2085.6628,629.3687,13
16808,2078.6248,629.7606,13
16809,2071.5945,630.1475,13
16810,2064.571,630.5289,13
16811,2057.5544,630.9045,13
16812,2050.5437,631.2739,13
16813,2043.5385,631.6365,13
16814,2036.5385,631.9919,13
16815,2029.5427,632.3397,13
16816,2022.551,632.6795,13
16817,2015.5626,633.0109,13
16818,2008.577,633.3333,13
16819,2001.5938,633.6464,13
16820,1994.6123,633.9497,13
16821,1987.632,634.2428,13
16822,1980.6525,634.5253,13
16823,1973.6731,634.7968,13
16824,1966.6932,635.0566,13
16825,1959.7126,635.3046,13
16826,1952.7305,635.5402,13
16827,1945.7463,635.7629,13
16828,1938.7598,635.9725,13
16829,1931.7701,636.1683,13
16830,1924.7769,636.3501,13
16831,1917.7795,636.5173,13
16832,1910.7775,636.6696,13
16833,1903.7703,636.8063,13
16834,1896.7573,636.9272,13
16835,1889.7382,637.0319,13
16836,1882.7123,637.1202,13
16837,1875.6797,637.1925,13
16838,1868.64,637.2494,13
16839,1861.5934,637.2913,13
16840,1854.5396,637.3187,13
16841,1847.4783,637.3322,13
16842,1840.4095,637.332,13
16843,1833.3333,637.3188,13
16844,1826.2491,637.2931,13
16845,1819.1572,637.2553,13
16846,1812.0573,637.2059,13
16847,1804.9491,637.1454,13
16848,1797.8326,637.0743,13
16849,1790.7078,636.993,13
